Date,Branch,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,MinEffectivePrice,MaxEffectivePrice,DiscountPct,Promo_Category,Qty,Revenue,Transactions,Customers,prev_effective_price,prev_promo_category,price_change,price_change_pct
2025-05-26,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4974,3800,5500,9.46,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,365,1881100,119,119,4956.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,18.0,0.36
2025-05-27,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5001,3800,5500,8.88,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,304,1577800,96,96,4974.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,27.0,0.54
2025-05-28,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4977,3800,5500,9.32,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,379,1981600,125,125,5001.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-24.0,-0.48
2025-05-29,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4988,3800,5500,9.17,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,373,1938700,124,124,4977.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,11.0,0.22
2025-05-30,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4993,3800,5500,9.01,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,316,1636500,107,107,4988.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,5.0,0.1
2025-06-01,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4984,3800,5500,9.24,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,357,1862000,122,122,4993.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-9.0,-0.18
2025-06-02,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4995,3800,5500,9.03,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,313,1637600,111,111,4984.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,11.0,0.22
2025-06-03,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4978,3800,5500,9.24,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,347,1787300,120,119,4995.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-17.0,-0.34
2025-06-04,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4990,3800,5500,9.12,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,404,2102500,141,141,4978.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,12.0,0.24
2025-06-05,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4976,3800,5500,9.24,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,367,1919300,126,126,4990.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-14.0,-0.28
2025-06-06,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4966,3800,5500,9.53,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,398,2062200,133,133,4976.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-10.0,-0.2
2025-06-07,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4975,3800,5500,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,346,1797000,123,123,4966.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,9.0,0.18
2025-06-08,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4954,3800,5500,9.68,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,371,1938400,131,131,4975.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-21.0,-0.42
2025-06-09,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4956,3800,5500,9.69,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,369,1929700,123,123,4954.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,2.0,0.04
2025-06-10,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4941,3800,5500,9.98,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,308,1587800,109,109,4956.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-15.0,-0.3
2025-06-11,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4962,3800,5500,9.62,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,424,2207300,133,133,4941.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,21.0,0.43
2025-06-12,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5032,4100,5500,8.46,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,331,1722900,111,111,4962.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,70.0,1.41
2025-06-13,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4995,3800,5500,9.01,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,373,1947100,129,129,5032.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-37.0,-0.74
2025-06-14,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4967,3800,5500,9.58,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,426,2211300,140,140,4995.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-28.0,-0.56
2025-06-15,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4957,3800,5500,9.72,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,392,2041000,127,127,4967.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-10.0,-0.2
2025-06-16,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4995,3800,5500,9.08,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,301,1562000,100,100,4957.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,38.0,0.77
2025-06-17,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4974,3800,5500,9.41,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,402,2088300,129,128,4995.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-21.0,-0.42
2025-06-18,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5017,3800,5500,8.64,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,332,1741100,108,108,4974.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,43.0,0.86
2025-06-19,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4980,3800,5500,9.33,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,343,1776800,120,120,5017.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-37.0,-0.74
2025-06-20,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5014,4100,5500,8.87,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,346,1811700,121,121,4980.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,34.0,0.68
2025-06-21,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5003,4100,5500,8.89,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,350,1824600,116,116,5014.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-11.0,-0.22
2025-06-22,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4970,3800,5500,9.3,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,334,1726200,118,118,5003.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-33.0,-0.66
2025-06-23,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4974,3800,5500,9.41,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,366,1898500,118,118,4970.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,4.0,0.08
2025-06-24,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4998,3800,5500,8.99,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,351,1813700,116,116,4974.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,24.0,0.48
2025-06-25,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4964,3800,5500,9.55,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,325,1689500,124,124,4998.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-34.0,-0.68
2025-06-26,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4986,3800,5500,9.22,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,339,1754800,119,119,4964.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,22.0,0.44
2025-06-27,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5036,4100,5500,8.29,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,363,1888900,131,131,4986.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,50.0,1.0
2025-06-28,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4983,3800,5500,9.22,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,366,1876800,129,129,5036.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-53.0,-1.05
2025-06-29,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4966,3800,5500,9.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,393,2037000,126,126,4983.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-17.0,-0.34
2025-06-30,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5004,4100,5500,8.91,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,325,1689800,114,114,4966.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,38.0,0.77
2025-07-01,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4949,3800,5500,9.78,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,387,2007900,123,123,5004.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-55.0,-1.1
2025-07-02,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4972,3800,5500,9.44,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,357,1850900,127,127,4949.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,23.0,0.46
2025-07-03,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5039,4400,5500,8.39,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,373,1958100,122,122,4972.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,67.0,1.35
2025-07-04,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4963,3800,5500,9.52,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,329,1702100,116,116,5039.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-76.0,-1.51
2025-07-05,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4967,3800,5500,9.48,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,408,2121300,135,135,4963.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,4.0,0.08
2025-07-06,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4944,3800,5500,9.9,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,328,1697700,111,111,4967.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-23.0,-0.46
2025-07-07,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4974,3800,5500,9.45,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,462,2403400,144,144,4944.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,30.0,0.61
2025-07-08,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4959,3800,5500,9.7,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,392,2028400,130,130,4974.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-15.0,-0.3
2025-07-09,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4968,3800,5500,9.46,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,402,2095300,134,134,4959.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,9.0,0.18
2025-07-10,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4955,3800,5500,9.73,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,372,1929500,127,127,4968.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-13.0,-0.26
2025-07-11,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4992,3800,5500,9.04,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,411,2139300,134,134,4955.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,37.0,0.75
2025-07-12,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4975,3800,5500,9.38,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,390,2041300,131,131,4992.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-17.0,-0.34
2025-07-13,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4968,3800,5500,9.54,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,400,2072600,135,135,4975.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-7.0,-0.14
2025-07-14,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4937,3800,5500,9.97,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,454,2342600,148,148,4968.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-31.0,-0.62
2025-07-15,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4963,3800,5500,9.62,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,420,2161600,143,142,4937.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,26.0,0.53
2025-07-16,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4957,3800,5500,9.65,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,380,1977900,133,133,4963.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-6.0,-0.12
2025-07-17,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4986,3800,5500,9.19,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,467,2422600,152,152,4957.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,29.0,0.59
2025-07-18,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4963,3800,5500,9.56,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,369,1897800,119,119,4986.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-23.0,-0.46
2025-07-19,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4983,3800,5500,9.24,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,384,1997400,136,136,4963.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,20.0,0.4
2025-07-20,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4960,3800,5500,9.54,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,380,1992100,129,129,4983.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-23.0,-0.46
2025-07-21,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4998,4100,5500,8.98,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,332,1720100,115,115,4960.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,38.0,0.77
2025-07-22,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4932,3800,5500,10.17,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,412,2137300,136,136,4998.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-66.0,-1.32
2025-07-23,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4950,3800,5500,9.79,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,397,2060300,119,119,4932.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,18.0,0.36
2025-07-24,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4997,3800,5500,8.97,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,415,2157500,139,138,4950.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,47.0,0.95
2025-07-25,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4970,4100,5500,9.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,375,1977500,126,126,4997.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-27.0,-0.54
2025-07-26,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4959,3800,5500,9.69,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,353,1830300,118,118,4970.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-11.0,-0.22
2025-07-27,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5002,3800,5500,8.94,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,340,1760700,117,116,4959.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,43.0,0.87
2025-07-28,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4936,3800,5500,10.07,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,484,2498600,155,155,5002.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-66.0,-1.32
2025-07-29,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4972,3800,5500,9.44,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,419,2187200,133,133,4936.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,36.0,0.73
2025-07-30,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4950,3800,5500,9.72,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,344,1787600,112,112,4972.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-22.0,-0.44
2025-08-01,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5480,4300,6100,10.33,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,365,2115500,131,131,4950.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,530.0,10.71
2025-08-02,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5550,4300,6100,9.16,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,424,2453200,152,152,5480.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,70.0,1.28
2025-08-03,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5536,4300,6100,9.39,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,444,2563200,142,142,5550.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-14.0,-0.25
2025-08-04,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5549,4300,6100,9.19,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,435,2513400,145,145,5536.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,13.0,0.23
2025-08-05,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5545,4600,6100,9.25,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,428,2494400,141,141,5549.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-4.0,-0.07
2025-08-06,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5573,4300,6100,8.78,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,416,2400800,142,142,5545.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,28.0,0.5
2025-08-07,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5531,4300,6100,9.48,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,377,2185400,132,132,5573.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-42.0,-0.75
2025-08-08,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5518,4300,6100,9.7,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,435,2530200,147,147,5531.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-13.0,-0.24
2025-08-09,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5524,4300,6100,9.61,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,494,2832200,160,160,5518.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,6.0,0.11
2025-08-10,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5507,4300,6100,9.88,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,435,2519100,148,148,5524.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-17.0,-0.31
2025-08-11,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5514,4300,6100,9.76,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,379,2182900,131,131,5507.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,7.0,0.13
2025-08-12,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5604,4600,6100,8.28,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,396,2313300,138,138,5514.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,90.0,1.63
2025-08-13,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5522,4300,6100,9.62,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,467,2705000,155,155,5604.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-82.0,-1.46
2025-08-14,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5541,4300,6100,9.31,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,463,2675200,152,152,5522.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,19.0,0.34
2025-08-15,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5511,4300,6100,9.82,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,422,2456300,148,148,5541.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-30.0,-0.54
2025-08-16,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5530,4300,6100,9.5,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,406,2361400,131,131,5511.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,19.0,0.34
2025-08-17,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5539,4300,6100,9.35,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,415,2401300,138,138,5530.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,9.0,0.16
2025-08-18,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5551,4300,6100,9.15,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,455,2623700,147,147,5539.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,12.0,0.22
2025-08-19,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5534,4300,6100,9.43,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,470,2727200,156,156,5551.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-17.0,-0.31
2025-08-20,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5552,4300,6100,9.14,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,454,2617900,146,146,5534.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,18.0,0.33
2025-08-21,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5495,4300,6100,10.08,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,451,2646400,155,155,5552.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-57.0,-1.03
2025-08-22,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5581,4600,6100,8.65,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,494,2859200,153,153,5495.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,86.0,1.57
2025-08-23,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5554,4300,6100,9.11,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,438,2523300,150,150,5581.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-27.0,-0.48
2025-08-24,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5534,4300,6100,9.44,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,387,2247300,137,137,5554.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-20.0,-0.36
2025-08-25,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5581,4600,6100,8.65,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,481,2755900,150,150,5534.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,47.0,0.85
2025-08-26,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5552,4600,6100,9.14,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,420,2453100,140,140,5581.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-29.0,-0.52
2025-08-27,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5546,4300,6100,9.22,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,446,2558000,142,142,5552.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-6.0,-0.11
2025-08-28,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5532,4300,6100,9.47,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,457,2642800,147,147,5546.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-14.0,-0.25
2025-08-29,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5518,4300,6100,9.69,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,520,3030700,169,168,5532.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-14.0,-0.25
2025-08-30,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5502,4300,6100,9.97,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,368,2144900,136,136,5518.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-16.0,-0.29
2025-09-01,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5550,4300,6100,9.16,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,591,3425700,191,191,5502.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,48.0,0.87
2025-09-02,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5539,4300,6100,9.35,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,543,3136200,179,178,5550.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-11.0,-0.2
2025-09-03,Jakarta,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5507,4300,6100,9.89,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,547,3153100,176,176,5539.0,No Promo | Promo Bundling | Promo Normal | Promo Seasonal High,-32.0,-0.58
