Week,SKU_ID,SKU,Brand,SKU_Category,normal_list_price,normal_price,normal_qty,bundling_price,bundling_qty,promo_normal_price,promo_normal_qty,seasonal_price,seasonal_qty,total_qty,total_revenue,promo_type_count,normal_revenue,normal_transactions,bundling_revenue,bundling_transactions,promo_normal_revenue,promo_normal_transactions,seasonal_revenue,seasonal_transactions
2025-07-14,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1344,3500.0,166,3254.66,1019,2595.35,297,2826,9373100.0,4,4704000.0,444,581000.0,58,3318300.0,340,769800.0,103
2025-07-21,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500.0,5500.0,1432,5200.0,3340,5093.6,940,4069.29,286,5998,31191400.0,4,7876000.0,458,17368000.0,1116,4786200.0,321,1161200.0,92
2025-07-21,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5500.0,5500.0,1293,5500.0,167,5102.06,915,4150.01,327,2702,14051200.0,4,7111500.0,429,918500.0,56,4664000.0,296,1357200.0,113
2025-07-21,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1365,10000.0,214,9239.29,961,7483.64,349,2889,27272500.0,4,13650000.0,454,2140000.0,63,8871500.0,332,2611000.0,114
2025-07-21,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1286,10000.0,146,9256.45,862,7508.13,295,2589,24522000.0,4,12860000.0,445,1460000.0,49,7981000.0,287,2221000.0,108
2025-07-21,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1421,8000.0,149,7411.75,957,5998.26,327,2854,21607200.0,4,11368000.0,462,1192000.0,54,7089200.0,311,1958000.0,109
2025-07-21,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1437,8000.0,140,7399.49,962,5983.13,342,2881,21788400.0,4,11496000.0,460,1120000.0,48,7125200.0,312,2047200.0,112
2025-07-21,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1447,3000.0,178,2746.46,975,2251.41,370,2970,8383200.0,4,4341000.0,474,534000.0,60,2677400.0,315,830800.0,119
2025-07-21,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1558,4500.0,196,4130.99,976,3401.47,345,3075,13089300.0,4,7011000.0,510,882000.0,69,4021900.0,314,1174400.0,112
2025-07-21,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1404,3500.0,156,3245.53,1009,2613.22,355,2924,9661300.0,4,4914000.0,454,546000.0,60,3273500.0,337,927800.0,119
2025-07-21,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1434,4000.0,180,3701.55,903,2988.48,294,2811,10676800.0,4,5736000.0,466,720000.0,61,3340400.0,298,880400.0,103
2025-07-21,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1367,5000.0,163,4648.61,1006,3765.24,315,2851,13512900.0,4,6835000.0,464,815000.0,53,4676400.0,327,1186500.0,101
2025-07-21,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1404,5000.0,156,4647.11,837,3758.34,321,2718,12898600.0,4,7020000.0,476,780000.0,50,3889500.0,294,1209100.0,106
2025-07-21,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1382,2000.0,3341,3691.74,884,2993.03,312,5919,16409800.0,4,5528000.0,468,6682000.0,1116,3266600.0,304,933200.0,108
2025-07-21,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1445,4000.0,150,3701.25,892,2987.65,281,2768,10520000.0,4,5780000.0,492,600000.0,46,3302000.0,293,838000.0,91
2025-07-21,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1417,5500.0,158,5094.55,975,4086.84,253,2803,14666300.0,4,7793500.0,459,869000.0,57,4970400.0,324,1033400.0,90
2025-07-21,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1313,6000.0,154,5551.27,941,4431.15,312,2720,15410100.0,4,7878000.0,432,924000.0,51,5229300.0,319,1378800.0,100
2025-07-21,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1482,7000.0,140,6452.11,947,5243.68,308,2877,19074600.0,4,10374000.0,494,980000.0,46,6104400.0,326,1616200.0,101
2025-07-21,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1256,7000.0,152,6435.41,948,5237.26,305,2661,17542500.0,4,8792000.0,436,1064000.0,47,6096000.0,311,1590500.0,102
2025-07-21,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1336,3000.0,159,2753.05,893,2221.65,387,2775,7802900.0,4,4008000.0,482,477000.0,55,2457600.0,306,860300.0,124
2025-07-21,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1321,3500.0,162,3247.91,964,2607.87,296,2743,9090600.0,4,4623500.0,450,567000.0,55,3127900.0,313,772200.0,101
2025-07-28,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5800.0,5815.67,1321,5506.57,2967,5375.17,835,4313.87,260,5383,29632000.0,4,7682500.0,431,16338000.0,998,4486300.0,282,1125200.0,89
2025-07-28,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,5800.0,5827.97,1244,5856.36,165,5394.78,921,4378.43,260,2590,14328100.0,4,7250000.0,417,966300.0,53,4970800.0,303,1141000.0,85
2025-07-28,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1180,10000.0,165,9246.79,967,7423.94,262,2574,24341500.0,4,11800000.0,390,1650000.0,55,8941000.0,314,1950500.0,97
2025-07-28,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1294,10000.0,171,9266.98,775,7493.14,255,2495,23751500.0,4,12940000.0,410,1710000.0,65,7182000.0,254,1919500.0,89
2025-07-28,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1282,8000.0,135,7420.89,792,5953.55,268,2477,18812000.0,4,10256000.0,416,1080000.0,47,5881200.0,258,1594800.0,90
2025-07-28,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1391,8000.0,149,7411.4,827,5949.38,256,2623,19979200.0,4,11128000.0,449,1192000.0,53,6132000.0,277,1527200.0,87
2025-07-28,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1374,3000.0,134,2751.41,870,2232.33,284,2662,7551900.0,4,4122000.0,447,402000.0,43,2394600.0,287,633300.0,90
2025-07-28,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1303,4500.0,139,4150.78,798,3395.57,275,2515,10742400.0,4,5863500.0,425,625500.0,48,3321600.0,273,931800.0,99
2025-07-28,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1204,3500.0,126,3248.43,863,2595.88,356,2549,8386200.0,4,4214000.0,378,441000.0,40,2804600.0,291,926600.0,121
2025-07-28,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1218,4000.0,170,3702.46,812,3018.02,281,2481,9402400.0,4,4872000.0,403,680000.0,54,3005600.0,268,844800.0,93
2025-07-28,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1246,5000.0,123,4655.74,889,3761.69,277,2535,12027800.0,4,6230000.0,408,615000.0,39,4140300.0,293,1042500.0,97
2025-07-28,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1313,5000.0,132,4642.5,787,3777.9,304,2536,12030300.0,4,6565000.0,425,660000.0,50,3657600.0,273,1147700.0,96
2025-07-28,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1322,2000.0,2911,3697.62,824,2992.96,286,5343,15015800.0,4,5288000.0,437,5822000.0,998,3047400.0,280,858400.0,97
2025-07-28,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1358,4000.0,159,3685.37,882,3003.83,251,2650,10073200.0,4,5432000.0,447,636000.0,54,3252400.0,295,752800.0,85
2025-07-28,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1236,5500.0,152,5110.76,836,4131.27,293,2517,13115200.0,4,6798000.0,399,836000.0,52,4272400.0,266,1208800.0,104
2025-07-28,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1274,6000.0,132,5526.26,849,4531.91,284,2539,14414400.0,4,7644000.0,419,792000.0,44,4689600.0,293,1288800.0,84
2025-07-28,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1381,7000.0,170,6430.63,799,5204.56,300,2650,17551500.0,4,9667000.0,445,1190000.0,52,5136600.0,269,1557900.0,99
2025-07-28,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1223,7000.0,154,6456.61,805,5243.29,282,2464,16316800.0,4,8561000.0,408,1078000.0,50,5193600.0,269,1484200.0,89
2025-07-28,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1302,3000.0,150,2750.97,797,2244.02,265,2514,7144700.0,4,3906000.0,427,450000.0,48,2191900.0,266,596800.0,86
2025-07-28,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1235,3500.0,150,3251.02,841,2593.3,305,2531,8374300.0,4,4322500.0,420,525000.0,53,2735600.0,272,791200.0,97
2025-08-04,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100.0,6100.0,1581,5800.0,3728,5653.1,1017,4578.55,304,6630,38403900.0,4,9644100.0,513,21622400.0,1261,5745600.0,356,1391800.0,102
2025-08-04,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,6100.0,6100.0,1534,6100.0,236,5648.24,1059,4573.57,334,3163,18298000.0,4,9357400.0,513,1439600.0,73,5979000.0,363,1522000.0,118
2025-08-04,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1613,10000.0,178,9249.5,1077,7547.22,378,3246,30727000.0,4,16130000.0,537,1780000.0,56,9959500.0,360,2857500.0,117
2025-08-04,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1690,10000.0,195,9259.14,1036,7483.9,366,3287,31179500.0,4,16900000.0,554,1950000.0,69,9587500.0,344,2742000.0,114
2025-08-04,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1552,8000.0,184,7380.19,1134,5902.92,269,3139,23838400.0,4,12416000.0,517,1472000.0,63,8364800.0,370,1585600.0,93
2025-08-04,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1359,8000.0,190,7405.15,992,5972.67,294,2835,21490800.0,4,10872000.0,467,1520000.0,61,7342400.0,338,1756400.0,105
2025-08-04,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1490,3000.0,183,2748.23,1032,2248.16,375,3080,8702100.0,4,4470000.0,497,549000.0,63,2836900.0,353,846200.0,122
2025-08-04,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1695,4500.0,165,4145.49,1102,3412.18,296,3258,13943700.0,4,7627500.0,544,742500.0,57,4566100.0,356,1007600.0,99
2025-08-04,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1479,3500.0,247,3250.48,1132,2637.92,338,3196,10610500.0,4,5176500.0,483,864500.0,85,3676100.0,375,893400.0,113
2025-08-04,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1521,4000.0,183,3702.59,999,3003.05,330,3033,11506800.0,4,6084000.0,510,732000.0,57,3698800.0,347,992000.0,114
2025-08-04,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1604,5000.0,179,4656.74,1029,3795.6,286,3098,14783500.0,4,8020000.0,528,895000.0,64,4788300.0,336,1080200.0,105
2025-08-04,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1608,5000.0,187,4653.98,1039,3758.0,430,3264,15418200.0,4,8040000.0,538,935000.0,62,4827000.0,349,1616200.0,142
2025-08-04,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1549,2000.0,3825,3697.57,1126,3023.13,290,6790,18886400.0,4,6196000.0,523,7650000.0,1261,4162200.0,361,878200.0,100
2025-08-04,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1634,4000.0,195,3706.93,998,2981.33,338,3165,12027400.0,4,6536000.0,538,780000.0,65,3703600.0,311,1007800.0,111
2025-08-04,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1513,5500.0,221,5099.5,1065,4040.68,361,3160,16418500.0,4,8321500.0,509,1215500.0,70,5429600.0,345,1451900.0,117
2025-08-04,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1619,6000.0,150,5534.73,1109,4467.3,372,3250,18416400.0,4,9714000.0,534,900000.0,55,6138600.0,372,1663800.0,121
2025-08-04,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1573,7000.0,130,6451.06,1001,5262.08,287,2991,19876300.0,4,11011000.0,526,910000.0,46,6452100.0,346,1503200.0,102
2025-08-04,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1498,7000.0,149,6442.3,1104,5236.87,293,3044,20175200.0,4,10486000.0,498,1043000.0,52,7116000.0,367,1530200.0,99
2025-08-04,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1613,3000.0,213,2754.32,1105,2221.69,344,3275,9286600.0,4,4839000.0,514,639000.0,70,3042500.0,369,766100.0,111
2025-08-04,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1683,3500.0,200,3252.3,1106,2581.5,384,3373,11180900.0,4,5890500.0,562,700000.0,65,3595800.0,364,994600.0,123
2025-08-11,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100.0,6100.0,1445,5800.0,3751,5648.55,993,4583.15,352,6541,37792600.0,4,8814500.0,503,21755800.0,1263,5605800.0,331,1616500.0,123
2025-08-11,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,6100.0,6100.0,1785,6100.0,172,5639.18,932,4610.83,302,3191,18584000.0,4,10888500.0,583,1049200.0,57,5255000.0,308,1391300.0,102
2025-08-11,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1574,10000.0,169,9253.69,1044,7485.68,362,3149,29794000.0,4,15740000.0,527,1690000.0,60,9659500.0,325,2704500.0,119
2025-08-11,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1688,10000.0,200,9224.56,1019,7495.16,304,3211,30554500.0,4,16880000.0,549,2000000.0,70,9396000.0,327,2278500.0,104
2025-08-11,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1565,8000.0,200,7409.37,921,6004.41,369,3055,23154400.0,4,12520000.0,528,1600000.0,69,6825600.0,315,2208800.0,123
2025-08-11,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1629,8000.0,221,7388.26,1047,6002.45,415,3312,25041600.0,4,13032000.0,543,1768000.0,72,7746800.0,347,2494800.0,144
2025-08-11,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1652,3000.0,170,2745.5,1027,2252.38,351,3200,9077400.0,4,4956000.0,567,510000.0,53,2821800.0,345,789600.0,115
2025-08-11,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1586,4500.0,199,4154.58,1077,3417.81,361,3223,13738600.0,4,7137000.0,525,895500.0,61,4472700.0,363,1233400.0,114
2025-08-11,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1594,3500.0,153,3248.77,1012,2610.04,396,3155,10431700.0,4,5579000.0,530,535500.0,58,3287800.0,347,1029400.0,129
2025-08-11,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1590,4000.0,160,3698.92,973,3005.45,422,3145,11869600.0,4,6360000.0,530,640000.0,58,3602800.0,334,1266800.0,137
2025-08-11,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1678,5000.0,198,4640.82,932,3765.28,384,3192,15144200.0,4,8390000.0,570,990000.0,63,4321800.0,332,1442400.0,128
2025-08-11,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1513,5000.0,199,4656.72,1026,3776.87,309,3047,14506100.0,4,7565000.0,518,995000.0,63,4779300.0,345,1166800.0,100
2025-08-11,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1579,2000.0,3752,3696.95,957,2989.29,335,6623,18357200.0,4,6316000.0,536,7504000.0,1263,3536600.0,318,1000600.0,110
2025-08-11,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1620,4000.0,214,3689.89,1051,3025.31,317,3202,12169600.0,4,6480000.0,536,856000.0,72,3877200.0,336,956400.0,106
2025-08-11,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1675,5500.0,163,5104.31,1050,4086.76,360,3248,16937500.0,4,9212500.0,547,896500.0,53,5360600.0,360,1467900.0,124
2025-08-11,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1772,6000.0,180,5555.24,945,4486.21,408,3305,18795000.0,4,10632000.0,581,1080000.0,57,5248500.0,316,1834500.0,132
2025-08-11,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1755,7000.0,216,6445.62,993,5254.42,286,3250,21701400.0,4,12285000.0,560,1512000.0,76,6399900.0,331,1504500.0,93
2025-08-11,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1610,7000.0,166,6445.24,1089,5263.82,320,3185,21128200.0,4,11270000.0,543,1162000.0,55,7018800.0,370,1677400.0,102
2025-08-11,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1573,3000.0,175,2750.54,949,2244.38,337,3034,8610600.0,4,4719000.0,530,525000.0,56,2610200.0,328,756400.0,114
2025-08-11,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1676,3500.0,213,3248.88,966,2588.03,372,3227,10712800.0,4,5866000.0,560,745500.0,75,3140100.0,342,961200.0,122
2025-08-18,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100.0,6100.0,1501,5800.0,3813,5638.8,912,4625.11,353,6579,38050200.0,4,9156100.0,506,22115400.0,1258,5143800.0,311,1634900.0,121
2025-08-18,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,6100.0,6100.0,1564,6100.0,159,5670.45,1027,4576.96,368,3118,18015700.0,4,9540400.0,531,969900.0,58,5822200.0,358,1683200.0,124
2025-08-18,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1539,10000.0,247,9238.42,884,7614.73,330,3000,28550500.0,4,15390000.0,510,2470000.0,76,8171500.0,306,2519000.0,111
2025-08-18,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1530,10000.0,170,9245.08,956,7515.25,350,3006,28463500.0,4,15300000.0,510,1700000.0,55,8835000.0,316,2628500.0,113
2025-08-18,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1477,8000.0,195,7396.7,902,5965.73,424,2998,22575200.0,4,11816000.0,482,1560000.0,67,6670400.0,313,2528800.0,133
2025-08-18,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1620,8000.0,207,7406.76,1032,6012.12,302,3161,24082000.0,4,12960000.0,545,1656000.0,76,7649600.0,349,1816400.0,103
2025-08-18,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1602,3000.0,164,2749.95,1063,2231.59,398,3227,9110500.0,4,4806000.0,515,492000.0,56,2923300.0,353,889200.0,128
2025-08-18,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1540,4500.0,162,4142.52,1064,3378.58,338,3104,13205700.0,4,6930000.0,504,729000.0,54,4408100.0,349,1138600.0,117
2025-08-18,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1473,3500.0,179,3251.05,1023,2575.41,408,3083,10158400.0,4,5155500.0,506,626500.0,59,3327200.0,352,1049200.0,125
2025-08-18,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1522,4000.0,187,3704.21,973,3001.27,343,3025,11469800.0,4,6088000.0,516,748000.0,61,3605800.0,322,1028000.0,114
2025-08-18,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1587,5000.0,151,4655.96,1048,3781.4,379,3165,15009100.0,4,7935000.0,537,755000.0,57,4883100.0,340,1436000.0,116
2025-08-18,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1466,5000.0,153,4646.16,979,3774.81,424,3022,14244800.0,4,7330000.0,501,765000.0,59,4546500.0,324,1603300.0,135
2025-08-18,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1609,2000.0,3718,3705.05,1074,3003.46,399,6800,19049400.0,4,6436000.0,522,7436000.0,1258,3978200.0,355,1199200.0,137
2025-08-18,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1542,4000.0,199,3703.41,976,2983.84,365,3082,11665800.0,4,6168000.0,539,796000.0,63,3615400.0,329,1086400.0,130
2025-08-18,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1628,5500.0,196,5099.49,1102,4138.33,389,3315,17261700.0,4,8954000.0,557,1078000.0,63,5623400.0,350,1606300.0,128
2025-08-18,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1662,6000.0,165,5545.86,1039,4475.3,350,3216,18285900.0,4,9972000.0,558,990000.0,59,5758800.0,338,1565100.0,128
2025-08-18,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1509,7000.0,186,6464.57,932,5234.88,357,2984,19759700.0,4,10563000.0,524,1302000.0,59,6025800.0,299,1868900.0,119
2025-08-18,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1562,7000.0,212,6459.75,911,5200.52,401,3086,20392300.0,4,10934000.0,536,1484000.0,73,5887500.0,309,2086800.0,128
2025-08-18,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1579,3000.0,175,2745.86,1094,2245.0,415,3263,9198400.0,4,4737000.0,523,525000.0,59,3003300.0,354,933100.0,136
2025-08-18,S020,Richeese Mi Instan Goreng,Richeese,Mi Instan,3500.0,3500.0,1666,3500.0,242,3247.42,1094,2588.06,468,3470,11437800.0,4,5831000.0,539,847000.0,77,3551600.0,354,1208200.0,148
2025-08-25,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100.0,6100.0,1331,5800.0,3313,5650.49,850,4606.96,317,5811,33599100.0,4,8119100.0,449,19215400.0,1091,4808800.0,297,1455800.0,109
2025-08-25,S002,Richoco Wafer Cokelat 50g,Richoco,Wafer,6100.0,6100.0,1289,6100.0,165,5674.76,890,4574.67,351,2695,15521800.0,4,7862900.0,431,1006500.0,58,5044700.0,294,1607700.0,116
2025-08-25,S003,Richeese Wafer Keju 10g Renceng,Richeese,Wafer,10000.0,10000.0,1240,10000.0,170,9254.74,902,7475.03,377,2689,25273000.0,4,12400000.0,447,1700000.0,58,8356000.0,305,2817000.0,122
2025-08-25,S004,Richoco Wafer Cokelat 10g Renceng,Richoco,Wafer,10000.0,10000.0,1407,10000.0,156,9268.57,1024,7505.44,282,2869,27248000.0,4,14070000.0,467,1560000.0,48,9495500.0,339,2122500.0,96
2025-08-25,S005,Nextar Brownies Pie 40g,Nextar,Kue/Pie,8000.0,8000.0,1382,8000.0,172,7394.3,949,6033.01,306,2809,21288000.0,4,11056000.0,453,1376000.0,57,7009200.0,304,1846800.0,99
2025-08-25,S006,Nextar Nastar Pie 30g,Nextar,Kue/Pie,8000.0,8000.0,1370,8000.0,147,7397.38,850,5982.71,299,2666,20214000.0,4,10960000.0,458,1176000.0,47,6290400.0,289,1787600.0,99
2025-08-25,S007,Richeese Siip Keju 20g,Richeese,Extruded Snack,3000.0,3000.0,1273,3000.0,215,2750.23,871,2238.62,311,2670,7555800.0,4,3819000.0,439,645000.0,65,2394400.0,298,697400.0,101
2025-08-25,S008,Richoco Ahh! Extruded 15g,Richoco,Extruded Snack,4500.0,4500.0,1314,4500.0,139,4143.34,951,3375.27,264,2668,11368000.0,4,5913000.0,438,625500.0,46,3936300.0,311,893200.0,93
2025-08-25,S009,Richeese Mi Instan Keju Pedas,Richeese,Mi Instan,3500.0,3500.0,1255,3500.0,125,3247.07,944,2601.49,312,2636,8704800.0,4,4392500.0,432,437500.0,42,3065000.0,314,809800.0,104
2025-08-25,S010,Richeese Mi Instan Ramen Keju,Richeese,Mi Instan,4000.0,4000.0,1332,4000.0,165,3700.03,920,3009.36,262,2679,10181800.0,4,5328000.0,433,660000.0,53,3403400.0,325,790400.0,89
2025-08-25,S011,Nabati Biskuit Rasa Kelapa,Richeese,Biskuit,5000.0,5000.0,1280,5000.0,158,4656.56,948,3763.04,296,2682,12707700.0,4,6400000.0,424,790000.0,54,4405800.0,305,1111900.0,105
2025-08-25,S012,Nabati Biskuit Rasa Cokelat,Richoco,Biskuit,5000.0,5000.0,1222,5000.0,145,4641.84,912,3772.25,273,2552,12097000.0,4,6110000.0,422,725000.0,52,4232100.0,306,1029900.0,89
2025-08-25,S013,Nabati Drinko Richeese 150ml,Richeese,Minuman,4000.0,4000.0,1472,2000.0,3219,3708.21,791,3004.01,328,5810,16245000.0,4,5888000.0,479,6438000.0,1091,2933000.0,272,986000.0,112
2025-08-25,S014,Nabati Drinko Richoco 150ml,Richoco,Minuman,4000.0,4000.0,1434,4000.0,215,3703.87,946,2988.15,285,2880,10959600.0,4,5736000.0,464,860000.0,71,3509200.0,308,854400.0,92
2025-08-25,S015,Richeese Wafer Pink Lava 50g,Richeese,Wafer,5500.0,5500.0,1361,5500.0,120,5090.74,1018,4089.78,315,2814,14622900.0,4,7485500.0,442,660000.0,47,5187400.0,324,1290000.0,101
2025-08-25,S016,Richoco Wafer Hazelnut 50g,Richoco,Wafer,6000.0,6000.0,1340,6000.0,138,5538.3,957,4456.78,317,2752,15582300.0,4,8040000.0,440,828000.0,44,5307900.0,333,1406400.0,108
2025-08-25,S017,Nextar Choco Delight 40g,Nextar,Kue/Pie,7000.0,7000.0,1301,7000.0,217,6453.83,832,5164.54,267,2617,17373600.0,4,9107000.0,426,1519000.0,74,5375100.0,291,1372500.0,93
2025-08-25,S018,Nextar Pineapple Pie 30g,Nextar,Kue/Pie,7000.0,7000.0,1344,7000.0,208,6449.92,979,5236.89,309,2840,18794200.0,4,9408000.0,461,1456000.0,64,6312900.0,315,1617300.0,106
2025-08-25,S019,Richeese Siip Jagung Bakar 20g,Richeese,Extruded Snack,3000.0,3000.0,1420,3000.0,141,2751.98,992,2217.29,261,2814,7992100.0,4,4260000.0,476,423000.0,53,2730400.0,335,578700.0,89
