Date,Branch,Promo_Category,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,MinEffectivePrice,MaxEffectivePrice,DiscountPct,Qty,Revenue,Transactions,Customers,prev_effective_price,prev_promo_category,price_change,price_change_pct
2025-07-20,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,139,722800,42,42,5500.0,No Promo,-300.0,-5.45
2025-07-20,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5106,5000,5200,7.35,51,260600,17,17,5200.0,Promo Bundling,-94.0,-1.81
2025-07-20,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,4400,4400,20.0,4,17600,1,1,5106.0,Promo Normal,-706.0,-13.83
2025-07-21,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,39,214500,14,14,3800.0,Promo Seasonal High,1700.0,44.74
2025-07-21,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,87,452400,30,30,5500.0,No Promo,-300.0,-5.45
2025-07-21,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5086,5000,5200,7.86,27,137800,7,7,5200.0,Promo Bundling,-114.0,-2.19
2025-07-21,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4025,3800,4400,26.25,14,55300,4,4,5086.0,Promo Normal,-1061.0,-20.86
2025-07-21,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,73,401500,23,23,4000.0,Promo Seasonal High,1500.0,37.5
2025-07-21,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,196,1019200,70,70,5500.0,No Promo,-300.0,-5.45
2025-07-21,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5107,5000,5200,7.33,40,203600,15,15,5200.0,Promo Bundling,-93.0,-1.79
2025-07-21,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4186,4100,4400,23.57,23,95800,7,7,5107.0,Promo Normal,-921.0,-18.03
2025-07-21,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,23,126500,6,6,4250.0,Promo Seasonal High,1250.0,29.41
2025-07-21,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,36,187200,12,12,5500.0,No Promo,-300.0,-5.45
2025-07-21,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5050,5000,5200,8.75,13,65400,4,4,5200.0,Promo Bundling,-150.0,-2.88
2025-07-21,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,7,27800,2,2,5050.0,Promo Normal,-950.0,-18.81
2025-07-21,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,62,341000,20,20,4400.0,Promo Seasonal High,1100.0,25.0
2025-07-21,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,160,832000,50,50,5500.0,No Promo,-300.0,-5.45
2025-07-21,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,66,337000,26,26,5200.0,Promo Bundling,-100.0,-1.92
2025-07-21,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4025,3800,4400,26.25,15,60300,4,4,5100.0,Promo Normal,-1075.0,-21.08
2025-07-22,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,33,181500,12,12,4025.0,Promo Seasonal High,1475.0,36.65
2025-07-22,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,94,488800,31,31,5500.0,No Promo,-300.0,-5.45
2025-07-22,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5109,5000,5200,7.27,25,127600,11,11,5200.0,Promo Bundling,-91.0,-1.75
2025-07-22,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3800,3800,3800,30.0,8,30400,2,2,5109.0,Promo Normal,-1309.0,-25.62
2025-07-22,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,108,594000,35,35,4186.0,Promo Seasonal High,1314.0,31.39
2025-07-22,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,208,1081600,70,70,5500.0,No Promo,-300.0,-5.45
2025-07-22,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5058,5000,5200,8.54,74,374800,24,24,5200.0,Promo Bundling,-142.0,-2.73
2025-07-22,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3971,3800,4400,27.14,22,86900,7,7,5058.0,Promo Normal,-1087.0,-21.49
2025-07-22,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,32,176000,10,10,4100.0,Promo Seasonal High,1400.0,34.15
2025-07-22,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,75,390000,22,22,5500.0,No Promo,-300.0,-5.45
2025-07-22,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,2,10400,1,1,5200.0,Promo Bundling,0.0,0.0
2025-07-22,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,4100,4100,25.0,2,8200,1,1,5200.0,Promo Normal,-1100.0,-21.15
2025-07-22,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,72,396000,21,21,4025.0,Promo Seasonal High,1475.0,36.65
2025-07-22,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,133,691600,42,42,5500.0,No Promo,-300.0,-5.45
2025-07-22,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5112,5000,5200,7.19,45,230200,16,16,5200.0,Promo Bundling,-88.0,-1.69
2025-07-22,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,4100,4100,25.0,4,16400,1,1,5112.0,Promo Normal,-1012.0,-19.8
2025-07-23,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,35,192500,9,9,3800.0,Promo Seasonal High,1700.0,44.74
2025-07-23,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,67,348400,22,22,5500.0,No Promo,-300.0,-5.45
2025-07-23,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,36,183600,12,12,5200.0,Promo Bundling,-100.0,-1.92
2025-07-23,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3950,3800,4100,27.5,8,31600,2,2,5100.0,Promo Normal,-1150.0,-22.55
2025-07-23,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,82,451000,24,24,3971.0,Promo Seasonal High,1529.0,38.5
2025-07-23,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,225,1170000,67,67,5500.0,No Promo,-300.0,-5.45
2025-07-23,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,72,367600,22,22,5200.0,Promo Bundling,-100.0,-1.92
2025-07-23,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4000,3800,4400,26.67,18,71700,6,6,5100.0,Promo Normal,-1100.0,-21.57
2025-07-23,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,20,110000,7,7,4100.0,Promo Seasonal High,1400.0,34.15
2025-07-23,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,49,254800,18,18,5500.0,No Promo,-300.0,-5.45
2025-07-23,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5143,5000,5200,6.43,22,112600,7,7,5200.0,Promo Bundling,-57.0,-1.1
2025-07-23,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,9,37200,3,3,5143.0,Promo Normal,-1043.0,-20.28
2025-07-23,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,65,357500,22,22,4100.0,Promo Seasonal High,1400.0,34.15
2025-07-23,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,122,634400,40,40,5500.0,No Promo,-300.0,-5.45
2025-07-23,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,5000,5200,7.0,31,158800,10,10,5200.0,Promo Bundling,-80.0,-1.54
2025-07-23,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3988,3800,4400,26.88,19,75500,8,8,5120.0,Promo Normal,-1132.0,-22.11
2025-07-24,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,43,236500,13,13,3950.0,Promo Seasonal High,1550.0,39.24
2025-07-24,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,75,390000,23,23,5500.0,No Promo,-300.0,-5.45
2025-07-24,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5075,5000,5200,8.12,17,85600,8,8,5200.0,Promo Bundling,-125.0,-2.4
2025-07-24,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,6,24300,3,3,5075.0,Promo Normal,-975.0,-19.21
2025-07-24,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,87,478500,27,27,4000.0,Promo Seasonal High,1500.0,37.5
2025-07-24,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,263,1367600,88,87,5500.0,No Promo,-300.0,-5.45
2025-07-24,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,5000,5200,7.0,40,205600,15,15,5200.0,Promo Bundling,-80.0,-1.54
2025-07-24,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4167,3800,4400,23.89,25,105800,9,9,5120.0,Promo Normal,-953.0,-18.61
2025-07-24,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,20,110000,7,7,4100.0,Promo Seasonal High,1400.0,34.15
2025-07-24,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,57,296400,19,19,5500.0,No Promo,-300.0,-5.45
2025-07-24,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,5000,5000,10.0,7,35000,3,3,5200.0,Promo Bundling,-200.0,-3.85
2025-07-24,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,64,352000,19,19,3988.0,Promo Seasonal High,1512.0,37.91
2025-07-24,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,109,566800,35,35,5500.0,No Promo,-300.0,-5.45
2025-07-24,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5092,5000,5200,7.69,41,209000,13,13,5200.0,Promo Bundling,-108.0,-2.08
2025-07-24,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4300,4100,4400,21.67,10,42500,3,3,5092.0,Promo Normal,-792.0,-15.55
2025-07-25,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,16,88000,6,6,4100.0,Promo Seasonal High,1400.0,34.15
2025-07-25,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,101,525200,32,32,5500.0,No Promo,-300.0,-5.45
2025-07-25,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5080,5000,5200,8.0,19,96800,5,5,5200.0,Promo Bundling,-120.0,-2.31
2025-07-25,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,4400,4400,20.0,1,4400,1,1,5080.0,Promo Normal,-680.0,-13.39
2025-07-25,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,122,671000,42,42,4167.0,Promo Seasonal High,1333.0,31.99
2025-07-25,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,218,1133600,73,73,5500.0,No Promo,-300.0,-5.45
2025-07-25,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5080,5000,5200,8.0,30,152400,10,10,5200.0,Promo Bundling,-120.0,-2.31
2025-07-25,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,4100,4100,25.0,5,20500,1,1,5080.0,Promo Normal,-980.0,-19.29
2025-07-25,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,17,93500,6,6,5000.0,Promo Normal,500.0,10.0
2025-07-25,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,28,145600,12,12,5500.0,No Promo,-300.0,-5.45
2025-07-25,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,5000,5200,7.0,14,71600,5,5,5200.0,Promo Bundling,-80.0,-1.54
2025-07-25,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4400,4400,4400,20.0,5,22000,1,1,5120.0,Promo Normal,-720.0,-14.06
2025-07-25,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,43,236500,14,14,4300.0,Promo Seasonal High,1200.0,27.91
2025-07-25,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,144,748800,49,49,5500.0,No Promo,-300.0,-5.45
2025-07-25,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5094,5000,5200,7.65,52,264400,17,17,5200.0,Promo Bundling,-106.0,-2.04
2025-07-25,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4250,4100,4400,22.5,11,47200,4,4,5094.0,Promo Normal,-844.0,-16.57
2025-07-26,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,13,71500,8,8,4400.0,Promo Seasonal High,1100.0,25.0
2025-07-26,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,48,249600,18,18,5500.0,No Promo,-300.0,-5.45
2025-07-26,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5109,5000,5200,7.27,37,189400,11,11,5200.0,Promo Bundling,-91.0,-1.75
2025-07-26,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3800,3800,3800,30.0,6,22800,2,2,5109.0,Promo Normal,-1309.0,-25.62
2025-07-26,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,90,495000,31,31,4100.0,Promo Seasonal High,1400.0,34.15
2025-07-26,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,187,972400,62,62,5500.0,No Promo,-300.0,-5.45
2025-07-26,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5078,5000,5200,8.06,55,279200,18,18,5200.0,Promo Bundling,-122.0,-2.35
2025-07-26,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4057,3800,4400,25.71,21,83700,7,7,5078.0,Promo Normal,-1021.0,-20.11
2025-07-26,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,22,121000,7,7,4400.0,Promo Seasonal High,1100.0,25.0
2025-07-26,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,40,208000,13,13,5500.0,No Promo,-300.0,-5.45
2025-07-26,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,2,10400,1,1,5200.0,Promo Bundling,0.0,0.0
2025-07-26,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,4100,4100,25.0,5,20500,1,1,5200.0,Promo Normal,-1100.0,-21.15
2025-07-26,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,55,302500,19,19,4250.0,Promo Seasonal High,1250.0,29.41
2025-07-26,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,121,629200,40,40,5500.0,No Promo,-300.0,-5.45
2025-07-26,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,34,174200,14,14,5200.0,Promo Bundling,-100.0,-1.92
2025-07-26,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4025,3800,4400,26.25,14,55900,4,4,5100.0,Promo Normal,-1075.0,-21.08
2025-07-27,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,20,110000,6,6,3800.0,Promo Seasonal High,1700.0,44.74
2025-07-27,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,82,426400,28,28,5500.0,No Promo,-300.0,-5.45
2025-07-27,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5057,5000,5200,8.57,21,105800,7,7,5200.0,Promo Bundling,-143.0,-2.75
2025-07-27,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,68,374000,18,18,4057.0,Promo Seasonal High,1443.0,35.57
2025-07-27,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,195,1014000,74,73,5500.0,No Promo,-300.0,-5.45
2025-07-27,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5090,5000,5200,7.75,57,288600,20,20,5200.0,Promo Bundling,-110.0,-2.12
2025-07-27,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4220,3800,4400,23.0,20,84100,5,5,5090.0,Promo Normal,-870.0,-17.09
2025-07-27,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,23,126500,8,8,4100.0,Promo Seasonal High,1400.0,34.15
2025-07-27,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,30,156000,11,11,5500.0,No Promo,-300.0,-5.45
2025-07-27,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,5000,5000,10.0,9,45000,2,2,5200.0,Promo Bundling,-200.0,-3.85
2025-07-27,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3800,3800,3800,30.0,1,3800,1,1,5000.0,Promo Normal,-1200.0,-24.0
2025-07-27,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,85,467500,24,24,4025.0,Promo Seasonal High,1475.0,36.65
2025-07-27,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,190,988000,65,65,5500.0,No Promo,-300.0,-5.45
2025-07-27,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5082,5000,5200,7.94,52,263800,17,17,5200.0,Promo Bundling,-118.0,-2.27
2025-07-27,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3800,3800,3800,30.0,7,26600,3,3,5082.0,Promo Normal,-1282.0,-25.23
2025-07-28,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,18,99000,6,6,5057.0,Promo Normal,443.0,8.76
2025-07-28,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,77,400400,24,24,5500.0,No Promo,-300.0,-5.45
2025-07-28,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5020,5000,5200,9.5,28,140400,10,10,5200.0,Promo Bundling,-180.0,-3.46
2025-07-28,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3950,3800,4100,27.5,4,15800,2,2,5020.0,Promo Normal,-1070.0,-21.31
2025-07-28,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,140,770000,44,44,4220.0,Promo Seasonal High,1280.0,30.33
2025-07-28,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,224,1164800,70,70,5500.0,No Promo,-300.0,-5.45
2025-07-28,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5074,5000,5200,8.15,77,392000,27,27,5200.0,Promo Bundling,-126.0,-2.42
2025-07-28,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3971,3800,4400,27.14,43,171800,14,14,5074.0,Promo Normal,-1103.0,-21.74
2025-07-28,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,15,82500,5,5,3800.0,Promo Seasonal High,1700.0,44.74
2025-07-28,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,31,161200,13,13,5500.0,No Promo,-300.0,-5.45
2025-07-28,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5120,5000,5200,7.0,12,61600,5,5,5200.0,Promo Bundling,-80.0,-1.54
2025-07-28,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,70,385000,24,24,3800.0,Promo Seasonal High,1700.0,44.74
2025-07-28,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,134,696800,44,44,5500.0,No Promo,-300.0,-5.45
2025-07-28,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5083,5000,5200,7.92,36,182000,12,12,5200.0,Promo Bundling,-117.0,-2.25
2025-07-28,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4040,3800,4400,26.0,13,53000,5,5,5083.0,Promo Normal,-1043.0,-20.52
2025-07-29,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,15,82500,6,6,3950.0,Promo Seasonal High,1550.0,39.24
2025-07-29,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,67,348400,23,23,5500.0,No Promo,-300.0,-5.45
2025-07-29,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5000,5000,5000,10.0,6,30000,2,2,5200.0,Promo Bundling,-200.0,-3.85
2025-07-29,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,3800,3800,3800,30.0,7,26600,3,3,5000.0,Promo Normal,-1200.0,-24.0
2025-07-29,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,106,583000,30,30,3971.0,Promo Seasonal High,1529.0,38.5
2025-07-29,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,232,1206400,79,79,5500.0,No Promo,-300.0,-5.45
2025-07-29,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5090,5000,5200,7.75,67,340400,20,20,5200.0,Promo Bundling,-110.0,-2.12
2025-07-29,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4100,3800,4400,25.0,14,57400,4,4,5090.0,Promo Normal,-990.0,-19.45
2025-07-29,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,20,110000,5,5,5120.0,Promo Normal,380.0,7.42
2025-07-29,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,41,213200,16,16,5500.0,No Promo,-300.0,-5.45
2025-07-29,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5100,5000,5200,7.5,8,40600,4,4,5200.0,Promo Bundling,-100.0,-1.92
2025-07-29,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,4200,4100,4400,23.33,10,41900,3,3,5100.0,Promo Normal,-900.0,-17.65
2025-07-29,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,69,379500,25,25,4040.0,Promo Seasonal High,1460.0,36.14
2025-07-29,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,145,754000,47,47,5500.0,No Promo,-300.0,-5.45
2025-07-29,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5183,5000,5200,5.42,43,222600,12,12,5200.0,Promo Bundling,-17.0,-0.33
2025-07-30,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5500,5500,5500,0.0,30,165000,10,10,3800.0,Promo Seasonal High,1700.0,44.74
2025-07-30,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,5500,5200,5200,5200,5.0,72,374400,26,26,5500.0,No Promo,-300.0,-5.45
