Date,Branch,Promo_Category,SKU_ID,SKU,Brand,SKU_Category,NormalPrice,EffectivePrice,DiscountPct,Qty,Revenue,Transactions,Customers
2025-08-02,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5725,6.25,8,46100,4,4
2025-08-02,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,20.0,2,9800,1,1
2025-08-02,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,97,591700,36,36
2025-08-02,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,249,1444200,86,86
2025-08-02,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5664,7.27,51,290100,22,22
2025-08-02,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4638,24.38,27,127200,8,8
2025-08-02,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,30,183000,7,7
2025-08-02,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,53,307400,20,20
2025-08-02,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5620,8.0,16,89500,5,5
2025-08-02,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,20.0,3,14700,1,1
2025-08-02,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,82,500200,26,26
2025-08-02,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,140,812000,51,51
2025-08-02,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5700,6.67,40,228100,15,15
2025-08-02,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4400,28.33,14,61700,3,3
2025-08-03,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,25,152500,9,9
2025-08-03,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,76,440800,31,31
2025-08-03,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5586,8.57,17,94700,7,7
2025-08-03,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,20.0,3,14700,2,2
2025-08-03,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,99,603900,33,33
2025-08-03,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,269,1560200,84,84
2025-08-03,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5612,8.12,49,273100,16,16
2025-08-03,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4633,24.44,27,126000,9,9
2025-08-03,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,20,122000,8,8
2025-08-03,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,52,301600,20,20
2025-08-03,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,7.5,10,56500,2,2
2025-08-03,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,4,18400,2,2
2025-08-03,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,93,567300,25,25
2025-08-03,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,142,823600,48,48
2025-08-03,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5680,7.0,46,259900,15,15
2025-08-03,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,12,55200,3,3
2025-08-04,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,39,237900,13,13
2025-08-04,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,86,498800,28,28
2025-08-04,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5680,7.0,14,78800,5,5
2025-08-04,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,3,14100,2,2
2025-08-04,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,98,597800,28,28
2025-08-04,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,249,1444200,86,86
2025-08-04,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5657,7.39,62,351500,23,23
2025-08-04,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4638,24.38,26,119900,8,8
2025-08-04,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,13,79300,5,5
2025-08-04,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,58,336400,17,17
2025-08-04,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,8.33,10,55900,3,3
2025-08-04,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,94,573400,29,29
2025-08-04,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,153,887400,54,54
2025-08-04,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5694,6.76,46,262300,17,17
2025-08-04,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4450,27.5,16,71200,6,6
2025-08-05,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,28,170800,10,10
2025-08-05,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,54,313200,19,19
2025-08-05,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5740,6.0,14,80000,5,5
2025-08-05,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4300,30.0,5,21500,1,1
2025-08-05,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,122,744200,37,37
2025-08-05,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,243,1409400,82,82
2025-08-05,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5579,8.68,53,294200,19,19
2025-08-05,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4700,23.33,10,46600,3,3
2025-08-05,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,12,73200,3,3
2025-08-05,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,44,255200,13,13
2025-08-05,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,8.33,10,56500,3,3
2025-08-05,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4450,27.5,7,30700,2,2
2025-08-05,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,40,244000,14,14
2025-08-05,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,182,1055600,59,59
2025-08-05,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5575,8.75,31,173200,12,12
2025-08-05,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,20.0,9,44100,2,2
2025-08-06,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,41,250100,16,16
2025-08-06,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,75,435000,30,30
2025-08-06,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5560,9.0,14,77300,5,5
2025-08-06,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4450,27.5,11,49100,4,4
2025-08-06,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,82,500200,28,28
2025-08-06,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,224,1299200,76,76
2025-08-06,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5680,7.0,85,483400,30,30
2025-08-06,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4712,23.12,25,118000,8,8
2025-08-06,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,31,189100,8,8
2025-08-06,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,51,295800,19,19
2025-08-06,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,8.33,10,55600,3,3
2025-08-06,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4900,20.0,4,19600,1,1
2025-08-06,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,105,640500,33,33
2025-08-06,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,171,991800,56,56
2025-08-06,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5607,8.21,41,228800,14,14
2025-08-06,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4750,22.5,4,19000,2,2
2025-08-07,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,46,280600,13,13
2025-08-07,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,105,609000,33,33
2025-08-07,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5680,7.0,30,169500,10,10
2025-08-07,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4700,23.33,6,28500,3,3
2025-08-07,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,107,652700,35,35
2025-08-07,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,190,1102000,68,68
2025-08-07,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5625,7.92,63,353100,24,24
2025-08-07,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,17,77600,5,5
2025-08-07,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,17,103700,6,6
2025-08-07,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,33,191400,12,12
2025-08-07,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5725,6.25,14,79700,4,4
2025-08-07,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,66,402600,21,21
2025-08-07,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,156,904800,55,55
2025-08-07,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5660,7.33,42,238800,15,15
2025-08-08,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,50,305000,16,16
2025-08-08,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,52,301600,16,16
2025-08-08,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5745,5.91,46,263800,11,11
2025-08-08,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4450,27.5,8,35600,2,2
2025-08-08,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,130,793000,44,44
2025-08-08,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,231,1339800,77,77
2025-08-08,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5683,6.94,54,307200,18,18
2025-08-08,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4488,26.88,20,90200,8,8
2025-08-08,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,34,207400,13,13
2025-08-08,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,66,382800,26,26
2025-08-08,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,8.33,4,22300,3,3
2025-08-08,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,58,353800,18,18
2025-08-08,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,166,962800,56,56
2025-08-08,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5657,7.38,63,356400,21,21
2025-08-08,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4450,27.5,11,49400,4,4
2025-08-09,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,37,225700,11,11
2025-08-09,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,100,580000,32,32
2025-08-09,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5664,7.27,32,180800,11,11
2025-08-09,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4750,22.5,8,38300,2,2
2025-08-09,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,89,542900,29,29
2025-08-09,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,291,1687800,92,92
2025-08-09,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5680,7.0,74,420800,25,25
2025-08-09,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4514,26.43,40,180700,14,14
2025-08-09,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,23,140300,9,9
2025-08-09,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,48,278400,17,17
2025-08-09,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,8.33,21,117600,6,6
2025-08-09,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4675,23.75,11,51500,4,4
2025-08-09,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,47,286700,16,16
2025-08-09,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,167,968600,55,55
2025-08-09,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5633,7.78,23,129200,9,9
2025-08-09,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4300,30.0,7,30100,2,2
2025-08-10,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,16,97600,5,5
2025-08-10,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,58,336400,23,23
2025-08-10,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,7.5,19,106900,8,8
2025-08-10,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,14,64400,4,4
2025-08-10,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,81,494100,28,28
2025-08-10,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,271,1571800,90,90
2025-08-10,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5604,8.27,73,408400,26,26
2025-08-10,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4525,26.25,10,44800,4,4
2025-08-10,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,14,85400,5,5
2025-08-10,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,54,313200,19,19
2025-08-10,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5500,10.0,1,5500,1,1
2025-08-10,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,17,77900,4,4
2025-08-10,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,61,372100,20,20
2025-08-10,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,150,870000,51,51
2025-08-10,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5704,6.6,68,388100,25,25
2025-08-10,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,15,69000,7,7
2025-08-11,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,28,170800,13,13
2025-08-11,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,69,400200,23,23
2025-08-11,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5700,6.67,15,85800,6,6
2025-08-11,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,19,87700,6,6
2025-08-11,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,66,402600,26,26
2025-08-11,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,216,1252800,75,75
2025-08-11,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5643,7.61,79,445600,23,23
2025-08-11,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4514,26.43,18,81900,7,7
2025-08-11,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,30,183000,9,9
2025-08-11,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,44,255200,16,16
2025-08-11,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5600,8.33,15,84300,6,6
2025-08-11,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,65,396500,21,21
2025-08-11,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,150,870000,51,51
2025-08-11,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5605,8.25,67,376000,20,20
2025-08-11,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4700,23.33,26,121400,12,12
2025-08-12,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,30,183000,8,8
2025-08-12,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,78,452400,26,26
2025-08-12,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5740,6.0,19,109000,5,5
2025-08-12,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,3,13800,1,1
2025-08-12,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,81,494100,28,28
2025-08-12,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,270,1566000,93,93
2025-08-12,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5714,6.43,42,238800,14,14
2025-08-12,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4800,21.67,3,14400,3,3
2025-08-12,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,21,128100,6,6
2025-08-12,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,33,191400,12,12
2025-08-12,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,7.5,16,90700,4,4
2025-08-12,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,70,427000,23,23
2025-08-12,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,179,1038200,61,61
2025-08-12,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5733,6.11,19,108400,9,9
2025-08-12,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,17,78500,6,6
2025-08-13,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,16,97600,7,7
2025-08-13,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,104,603200,30,30
2025-08-13,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,7.5,19,107200,6,6
2025-08-13,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,19,87400,5,5
2025-08-13,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,118,719800,40,40
2025-08-13,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,262,1519600,90,90
2025-08-13,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5590,8.5,67,374500,20,20
2025-08-13,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,20,91100,5,5
2025-08-13,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,21,128100,6,6
2025-08-13,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,40,232000,13,13
2025-08-13,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5708,6.54,32,183200,13,13
2025-08-13,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,2,9200,1,1
2025-08-13,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,42,256200,14,14
2025-08-13,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,137,794600,45,45
2025-08-13,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5590,8.5,37,206500,10,10
2025-08-13,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,16,73600,5,5
2025-08-14,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,41,250100,12,12
2025-08-14,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,82,475600,24,24
2025-08-14,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5693,6.79,32,182300,14,14
2025-08-14,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4500,26.67,5,22400,3,3
2025-08-14,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,99,603900,32,32
2025-08-14,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,272,1577600,90,90
2025-08-14,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5725,6.25,62,356000,20,20
2025-08-14,Jakarta,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4540,26.0,30,137700,10,10
2025-08-14,Semarang,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,16,97600,6,6
2025-08-14,Semarang,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,45,261000,15,15
2025-08-14,Semarang,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,2,11600,1,1
2025-08-14,Semarang,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,9,41400,2,2
2025-08-14,Surabaya,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,87,530700,33,33
2025-08-14,Surabaya,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,181,1049800,61,61
2025-08-14,Surabaya,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5688,6.88,43,242800,16,16
2025-08-14,Surabaya,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4600,25.0,17,79100,4,4
2025-08-15,Bandung,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,24,146400,8,8
2025-08-15,Bandung,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,70,406000,24,24
2025-08-15,Bandung,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5650,7.5,13,73300,4,4
2025-08-15,Bandung,Promo Seasonal High,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,4500,26.67,14,63800,6,6
2025-08-15,Jakarta,No Promo,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,6100,0.0,114,695400,40,40
2025-08-15,Jakarta,Promo Bundling,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5800,5.0,223,1293400,81,81
2025-08-15,Jakarta,Promo Normal,S001,Richeese Wafer Keju 50g,Richeese,Wafer,6100,5664,7.27,72,408300,22,22
