Date,Month,Branch,SKU_ID,SKU_Name,SKU_Category,Brand,NormalPrice,DiscountedPrice,DiscountPercentage,Promo_Category,Qty,Revenue
2025-07-23,7,Bandung,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,133,532000.0
2025-07-23,7,Bandung,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,141,652125.0
2025-07-23,7,Bandung,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,138,690000.0
2025-07-23,7,Bandung,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,197,728900.0
2025-07-23,7,Bandung,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,117,432900.0
2025-07-23,7,Bandung,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,141,775500.0
2025-07-23,7,Bandung,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,6000.0,0.0,No Promo,157,942000.0
2025-07-23,7,Bandung,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,188,1316000.0
2025-07-23,7,Bandung,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,123,861000.0
2025-07-23,7,Bandung,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,102,306000.0
2025-07-23,7,Bandung,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,74,259000.0
2025-07-23,7,Jakarta,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,778,4279000.0
2025-07-23,7,Jakarta,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,450,2745000.0
2025-07-23,7,Jakarta,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,No Promo,359,3590000.0
2025-07-23,7,Jakarta,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,392,3920000.0
2025-07-23,7,Jakarta,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,308,2464000.0
2025-07-23,7,Jakarta,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,437,3496000.0
2025-07-23,7,Jakarta,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,266,798000.0
2025-07-23,7,Jakarta,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,Promo Bundling,501,2254500.0
2025-07-23,7,Jakarta,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,436,1411550.0
2025-07-23,7,Jakarta,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3000.0,0.25,Promo Seasonal High,549,1647000.0
2025-07-23,7,Jakarta,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,462,2310000.0
2025-07-23,7,Jakarta,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,379,1895000.0
2025-07-23,7,Jakarta,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,950,3515000.0
2025-07-23,7,Jakarta,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,359,1328300.0
2025-07-23,7,Jakarta,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,280,1424500.0
2025-07-23,7,Jakarta,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,516,2863800.0
2025-07-23,7,Jakarta,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,484,3133900.0
2025-07-23,7,Jakarta,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,605,4235000.0
2025-07-23,7,Jakarta,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,455,1262625.0
2025-07-23,7,Jakarta,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,2625.0,0.25,Promo Seasonal High,348,913500.0
2025-07-23,7,Semarang,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,150,825000.0
2025-07-23,7,Semarang,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,81,494100.0
2025-07-23,7,Semarang,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,7500.0,0.25,Promo Seasonal High,108,810000.0
2025-07-23,7,Semarang,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,122,1128500.0
2025-07-23,7,Semarang,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,105,840000.0
2025-07-23,7,Semarang,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,6000.0,0.25,Promo Seasonal High,100,600000.0
2025-07-23,7,Semarang,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,83,249000.0
2025-07-23,7,Semarang,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,116,522000.0
2025-07-23,7,Semarang,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,91,318500.0
2025-07-23,7,Semarang,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,68,251600.0
2025-07-23,7,Semarang,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,82,379250.0
2025-07-23,7,Semarang,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,62,310000.0
2025-07-23,7,Semarang,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,245,906500.0
2025-07-23,7,Semarang,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,Promo Bundling,119,476000.0
2025-07-23,7,Semarang,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,89,452787.5
2025-07-23,7,Semarang,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,6000.0,0.0,Promo Bundling,97,582000.0
2025-07-23,7,Semarang,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,88,616000.0
2025-07-23,7,Semarang,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,90,630000.0
2025-07-23,7,Semarang,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,81,224775.0
2025-07-23,7,Semarang,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,85,297500.0
2025-07-23,7,Surabaya,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,861,4380337.5
2025-07-23,7,Surabaya,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,281,1714100.0
2025-07-23,7,Surabaya,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,No Promo,267,2670000.0
2025-07-23,7,Surabaya,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,300,3000000.0
2025-07-23,7,Surabaya,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,6000.0,0.25,Promo Seasonal High,341,2046000.0
2025-07-23,7,Surabaya,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,261,2088000.0
2025-07-23,7,Surabaya,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,160,480000.0
2025-07-23,7,Surabaya,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,253,1053112.5
2025-07-23,7,Surabaya,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,Promo Bundling,402,1407000.0
2025-07-23,7,Surabaya,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3000.0,0.25,Promo Seasonal High,246,738000.0
2025-07-23,7,Surabaya,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,4625.0,0.075,Promo Normal,263,1216375.0
2025-07-23,7,Surabaya,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,231,1155000.0
2025-07-23,7,Surabaya,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,4000.0,0.0,No Promo,491,1964000.0
2025-07-23,7,Surabaya,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3000.0,0.25,Promo Seasonal High,391,1173000.0
2025-07-23,7,Surabaya,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,256,1302400.0
2025-07-23,7,Surabaya,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,335,1859250.0
2025-07-23,7,Surabaya,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,322,2254000.0
2025-07-23,7,Surabaya,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,333,2331000.0
2025-07-23,7,Surabaya,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,286,793650.0
2025-07-23,7,Surabaya,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,Promo Bundling,351,1228500.0
2025-07-24,7,Bandung,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,178,979000.0
2025-07-24,7,Bandung,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,Promo Bundling,204,1244400.0
2025-07-24,7,Bandung,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,No Promo,134,1340000.0
2025-07-24,7,Bandung,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,183,1830000.0
2025-07-24,7,Bandung,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,139,1028600.0
2025-07-24,7,Bandung,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,126,1008000.0
2025-07-24,7,Bandung,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,161,483000.0
2025-07-24,7,Bandung,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,158,711000.0
2025-07-24,7,Bandung,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,117,409500.0
2025-07-24,7,Bandung,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,253,936100.0
2025-07-24,7,Bandung,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,113,565000.0
2025-07-24,7,Bandung,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,Promo Bundling,122,610000.0
2025-07-24,7,Bandung,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3000.0,0.25,Promo Seasonal High,306,918000.0
2025-07-24,7,Bandung,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,No Promo,108,432000.0
2025-07-24,7,Bandung,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,Promo Bundling,216,1188000.0
2025-07-24,7,Bandung,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,4500.0,0.25,Promo Seasonal High,174,783000.0
2025-07-24,7,Bandung,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,198,1282050.0
2025-07-24,7,Bandung,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,5250.0,0.25,Promo Seasonal High,195,1023750.0
2025-07-24,7,Bandung,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,159,477000.0
2025-07-24,7,Bandung,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,Promo Bundling,182,637000.0
2025-07-24,7,Jakarta,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,1219,6369275.0
2025-07-24,7,Jakarta,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,5642.5,0.075,Promo Normal,379,2138507.5
2025-07-24,7,Jakarta,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,No Promo,394,3940000.0
2025-07-24,7,Jakarta,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,438,4380000.0
2025-07-24,7,Jakarta,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,Promo Bundling,525,4200000.0
2025-07-24,7,Jakarta,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,373,2984000.0
2025-07-24,7,Jakarta,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,513,1423575.0
2025-07-24,7,Jakarta,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,472,1964700.0
2025-07-24,7,Jakarta,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,242,847000.0
2025-07-24,7,Jakarta,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,381,1524000.0
2025-07-24,7,Jakarta,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,3750.0,0.25,Promo Seasonal High,385,1443750.0
2025-07-24,7,Jakarta,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,Promo Bundling,332,1660000.0
2025-07-24,7,Jakarta,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,2000.0,0.5,Promo Bundling,1334,2668000.0
2025-07-24,7,Jakarta,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,No Promo,317,1268000.0
2025-07-24,7,Jakarta,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,362,1991000.0
2025-07-24,7,Jakarta,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,4500.0,0.25,Promo Seasonal High,474,2133000.0
2025-07-24,7,Jakarta,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,426,2982000.0
2025-07-24,7,Jakarta,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,526,3405850.0
2025-07-24,7,Jakarta,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,514,1542000.0
2025-07-24,7,Jakarta,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,455,1473062.5
2025-07-24,7,Semarang,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,242,1264450.0
2025-07-24,7,Semarang,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,Promo Bundling,87,530700.0
2025-07-24,7,Semarang,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,No Promo,68,680000.0
2025-07-24,7,Semarang,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,79,790000.0
2025-07-24,7,Semarang,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,63,504000.0
2025-07-24,7,Semarang,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,Promo Bundling,149,1192000.0
2025-07-24,7,Semarang,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2250.0,0.25,Promo Seasonal High,124,279000.0
2025-07-24,7,Semarang,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,65,292500.0
2025-07-24,7,Semarang,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,70,245000.0
2025-07-24,7,Semarang,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,Promo Bundling,56,224000.0
2025-07-24,7,Semarang,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,113,565000.0
2025-07-24,7,Semarang,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,110,550000.0
2025-07-24,7,Semarang,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,4000.0,0.0,No Promo,193,772000.0
2025-07-24,7,Semarang,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,No Promo,95,380000.0
2025-07-24,7,Semarang,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,82,338250.0
2025-07-24,7,Semarang,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,4500.0,0.25,Promo Seasonal High,91,409500.0
2025-07-24,7,Semarang,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,57,399000.0
2025-07-24,7,Semarang,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,5250.0,0.25,Promo Seasonal High,115,603750.0
2025-07-24,7,Semarang,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,95,285000.0
2025-07-24,7,Semarang,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,Promo Bundling,104,364000.0
2025-07-24,7,Surabaya,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5225.0,0.05,Promo Bundling,712,3720200.0
2025-07-24,7,Surabaya,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,5642.5,0.075,Promo Normal,305,1720962.5
2025-07-24,7,Surabaya,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,200,1850000.0
2025-07-24,7,Surabaya,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,253,2530000.0
2025-07-24,7,Surabaya,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,270,1998000.0
2025-07-24,7,Surabaya,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,Promo Bundling,373,2984000.0
2025-07-24,7,Surabaya,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,272,754800.0
2025-07-24,7,Surabaya,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4500.0,0.0,No Promo,189,850500.0
2025-07-24,7,Surabaya,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,320,1036000.0
2025-07-24,7,Surabaya,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,3700.0,0.075,Promo Normal,253,936100.0
2025-07-24,7,Surabaya,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,278,1390000.0
2025-07-24,7,Surabaya,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,330,1650000.0
2025-07-24,7,Surabaya,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,2000.0,0.5,Promo Bundling,568,1136000.0
2025-07-24,7,Surabaya,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,263,973100.0
2025-07-24,7,Surabaya,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,Promo Bundling,277,1523500.0
2025-07-24,7,Surabaya,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,6000.0,0.0,No Promo,253,1518000.0
2025-07-24,7,Surabaya,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,375,2625000.0
2025-07-24,7,Surabaya,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,290,2030000.0
2025-07-24,7,Surabaya,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,289,801975.0
2025-07-24,7,Surabaya,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3237.5,0.075,Promo Normal,318,1029525.0
2025-07-25,7,Bandung,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,300,1237500.0
2025-07-25,7,Bandung,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,Promo Bundling,174,1061400.0
2025-07-25,7,Bandung,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,10000.0,0.0,No Promo,144,1440000.0
2025-07-25,7,Bandung,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,9250.0,0.075,Promo Normal,151,1396750.0
2025-07-25,7,Bandung,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,179,1324600.0
2025-07-25,7,Bandung,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,7400.0,0.075,Promo Normal,179,1324600.0
2025-07-25,7,Bandung,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,88,244200.0
2025-07-25,7,Bandung,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,181,753412.5
2025-07-25,7,Bandung,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,115,402500.0
2025-07-25,7,Bandung,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,Promo Bundling,188,752000.0
2025-07-25,7,Bandung,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,151,755000.0
2025-07-25,7,Bandung,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,5000.0,0.0,No Promo,65,325000.0
2025-07-25,7,Bandung,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,248,917600.0
2025-07-25,7,Bandung,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,3700.0,0.075,Promo Normal,153,566100.0
2025-07-25,7,Bandung,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5500.0,0.0,No Promo,124,682000.0
2025-07-25,7,Bandung,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,5550.0,0.075,Promo Normal,175,971250.0
2025-07-25,7,Bandung,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,6475.0,0.075,Promo Normal,153,990675.0
2025-07-25,7,Bandung,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,165,1155000.0
2025-07-25,7,Bandung,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,2775.0,0.075,Promo Normal,139,385725.0
2025-07-25,7,Bandung,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,174,609000.0
2025-07-25,7,Jakarta,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,791,4024212.5
2025-07-25,7,Jakarta,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,462,2818200.0
2025-07-25,7,Jakarta,S003,Richeese Wafer Keju 10g Renceng,Wafer,Richeese,10000,9250.0,0.075,Promo Normal,539,4985750.0
2025-07-25,7,Jakarta,S004,Richoco Wafer Cokelat 10g Renceng,Wafer,Richoco,10000,10000.0,0.0,No Promo,253,2530000.0
2025-07-25,7,Jakarta,S005,Nextar Brownies Pie 40g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,381,3048000.0
2025-07-25,7,Jakarta,S006,Nextar Nastar Pie 30g,Kue/Pie,Nextar,8000,8000.0,0.0,No Promo,521,4168000.0
2025-07-25,7,Jakarta,S007,Richeese Siip Keju 20g,Extruded Snack,Richeese,3000,3000.0,0.0,No Promo,283,849000.0
2025-07-25,7,Jakarta,S008,Richoco Ahh! Extruded 15g,Extruded Snack,Richoco,4500,4162.5,0.075,Promo Normal,453,1885612.5
2025-07-25,7,Jakarta,S009,Richeese Mi Instan Keju Pedas,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,511,1788500.0
2025-07-25,7,Jakarta,S010,Richeese Mi Instan Ramen Keju,Mi Instan,Richeese,4000,4000.0,0.0,No Promo,356,1424000.0
2025-07-25,7,Jakarta,S011,Nabati Biskuit Rasa Kelapa,Biskuit,Richeese,5000,5000.0,0.0,No Promo,446,2230000.0
2025-07-25,7,Jakarta,S012,Nabati Biskuit Rasa Cokelat,Biskuit,Richoco,5000,4625.0,0.075,Promo Normal,372,1720500.0
2025-07-25,7,Jakarta,S013,Nabati Drinko Richeese 150ml,Minuman,Richeese,4000,3700.0,0.075,Promo Normal,418,1546600.0
2025-07-25,7,Jakarta,S014,Nabati Drinko Richoco 150ml,Minuman,Richoco,4000,4000.0,0.0,No Promo,431,1724000.0
2025-07-25,7,Jakarta,S015,Richeese Wafer Pink Lava 50g,Wafer,Richeese,5500,5087.5,0.075,Promo Normal,466,2370775.0
2025-07-25,7,Jakarta,S016,Richoco Wafer Hazelnut 50g,Wafer,Richoco,6000,6000.0,0.0,No Promo,446,2676000.0
2025-07-25,7,Jakarta,S017,Nextar Choco Delight 40g,Kue/Pie,Nextar,7000,7000.0,0.0,Promo Bundling,388,2716000.0
2025-07-25,7,Jakarta,S018,Nextar Pineapple Pie 30g,Kue/Pie,Nextar,7000,7000.0,0.0,No Promo,321,2247000.0
2025-07-25,7,Jakarta,S019,Richeese Siip Jagung Bakar 20g,Extruded Snack,Richeese,3000,3000.0,0.0,Promo Bundling,612,1836000.0
2025-07-25,7,Jakarta,S020,Richeese Mi Instan Goreng,Mi Instan,Richeese,3500,3500.0,0.0,No Promo,430,1505000.0
2025-07-25,7,Semarang,S001,Richeese Wafer Keju 50g,Wafer,Richeese,5500,4125.0,0.25,Promo Seasonal High,284,1171500.0
2025-07-25,7,Semarang,S002,Richoco Wafer Cokelat 50g,Wafer,Richoco,6100,6100.0,0.0,No Promo,72,439200.0
